"","zip","state","DurationSec","DemoState","DemoZip","PersonalExpYN","EEAttributionNoExper","PersonalExpType","PersonalExpTypeOE","PersonalExpImpact","PersonalExpImpactOE","EEIntensity","EEFrequency","EEAttributionExper","CCHumanCaused","PsyDistClimateGroup","PsyDistNumber","PsyDistLocal","PsyDistFar","PsyDistDevelop","PsyDistImpact","PsyDistEffects","WTPPolicy","EcolEconGrowth","EcolEconRelationship","EcolEconGraphic","CCHumanActivity","CCHumanActDeforest","CCHumanActFossil","CCHumanActCigarette","CCHumanActCFC","CCHumanActToxic","CCHumanActNuclear","PriorityTerrorist","PriorityEconomy","PriorityHealthcare","PriorityEducation","PriorityEnvironment","PriorityImmigration","PriorityBudget","PriorityClimate","PriorityJob","PriorityMilitary","PriorityRace","PriorityCovid","DemoPresElection","DemoPolitical","gc","wtpValue","LS","EEAttributionAll","EEExposure","CCDenierOrNot","DemoPol.3GRModSeparate","DemoPol.3Groups","PersonalExpType_wildfire","PersonalExpType_hurricane","PersonalExpType_flood","PersonalExpType_heat","PersonalExpType_drought","PersonalExpType_tornado","PersonalExpType_other","PersonalExpType_total","PersonalExpImpact_smoke","PersonalExpImpact_sheltering","PersonalExpImpact_nearmiss","PersonalExpImpact_evacuate","PersonalExpImpact_livingquarterdamage","PersonalExpImpact_livingquarterlost","PersonalExpImpact_incomelost","PersonalExpImpact_other","PersonalExpImpact_total","EEExposureAll","extremeExperienceYN","EEIntensityAll","wtp","c2","c3","t1a","t1b","t2a","t2b","t3a","t3b","t4","c1","t1","t2","t3","tA","tB","climateTopPriority","EEFrequency_std","EEIntensity_std","EEExposure_std","EEAttributionAll_std","EEAttributionXIntensity","EEAttributionXExposure","EEExposureAll_std","EEIntensityAll_std","DuplicatedZip","biden","trump","nonvoter","thirdparty","bipoc","age","male","collegeGrad","income","ccHumanCaused","ccNatureCaused","ccNotHappening"
"44","90501","California",1144,"California",90501,2,10,NA,NA,NA,NA,NA,NA,NA,1,3,10,1,2,2,7,1,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,3,4,4,3,6,1,105,873,10,NA,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,1.405811368,NA,NA,-0.850258229,-0.801451504,FALSE,1,0,0,0,1,49.5,0,0,37.5,1,0,0
"45","90001","California",219,"California",90001,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,6,5,4,5,4,5,1,4,NA,3,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,3,2,2,4,2,2,4,3,1,3,1,145,873,1,NA,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,-1.648175423,NA,NA,-0.850258229,-0.801451504,TRUE,0,0,1,0,1,21,0,0,62.5,1,0,0
"46","35022","Alabama",750,"Alabama",35022,1,NA,"3 5 6",NA,"2",NA,5,NA,7,1,3,10,6,7,7,6,1,1,1,NA,2,62,NA,2,NA,NA,NA,1,3,4,NA,4,4,4,4,4,2,4,4,4,4,4,1,185,873,7,NA,0,2,2,0,0,1,0,1,1,0,3,0,1,0,0,0,0,0,0,1,NA,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,NA,0.143476295,NA,0.387815771,35,NA,NA,0.932466176,FALSE,0,0,0,1,1,29.5,0,1,62.5,1,0,0
"47","33880","Florida",471,"Florida",33880,1,NA,"2 3 6",NA,"3 4 5 6",NA,6,4,10,1,3,9,7,6,3,4,5,1,6,2,NA,62,NA,2,NA,NA,NA,1,3,2,3,3,4,3,1,4,1,4,4,4,2,5,1,205,873,10,10,0,3,2,0,1,1,0,0,1,0,3,0,0,1,0,1,1,0,0,3,10,1,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.269578991,0.558250746,0.982996172,1.405811368,60,100,1.580645554,1.279249712,FALSE,0,1,0,0,1,21,0,1,37.5,1,0,0
"48","10550","New York",669,"New York",10550,1,NA,"7",NA,"7",NA,1,1,1,3,1,5,5,3,3,3,2,1,2,2,NA,35,NA,NA,1,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,65,873,1,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-1.129071183,-1.515621508,-1.69703751,-1.648175423,1,2,-0.364077472,-0.454667968,FALSE,0,0,1,0,1,29.5,0,1,37.5,0,0,1
"49","30047","Georgia",604,"Georgia",30047,1,NA,"3 6",NA,"1 3 6",NA,5,0,1,1,2,8,2,3,1,5,1,1,2,3,NA,13,1,NA,2,NA,NA,NA,2,3,1,4,4,2,3,2,4,3,4,3,3,4,1,65,873,1,5,0,2,2,0,0,1,0,0,1,0,2,1,0,1,0,0,1,0,0,3,5,1,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-1.928621241,0.143476295,-0.692024879,-1.648175423,5,5,0.365193663,0.932466176,FALSE,1,0,0,0,1,29.5,1,0,125,1,0,0
"50","14609","New York",1581,"New York",14609,1,NA,"2 3",NA,"3 7",NA,4,2,4,2,1,5,3,1,3,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,4,NA,3,4,1,3,2,4,3,1,1,85,873,4,6,1,1,1,0,1,1,0,0,0,0,2,0,0,1,0,0,0,1,0,2,6,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.329521125,-0.271298156,-0.357020669,-0.630179826,16,24,0.608284041,0.58568264,FALSE,1,0,0,0,1,39.5,0,0,17.5,0,1,0
"51","10456","New York",762,"New York",10456,1,NA,"3",NA,"4",NA,6,2,5,2,3,10,1,2,1,2,2,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,2,3,4,NA,3,4,4,1,4,1,125,873,5,8,1,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,-0.329521125,0.558250746,0.312987751,-0.29084796,30,40,1.094464798,1.279249712,FALSE,0,0,1,0,1,21,1,1,17.5,0,1,0
"52","30168","Georgia",318,"Georgia",30168,2,1,NA,NA,NA,NA,NA,NA,NA,2,2,8,3,6,6,3,2,1,4,NA,2,6,NA,NA,NA,NA,NA,1,1,3,4,4,4,3,4,3,1,4,3,2,1,3,1,165,873,1,NA,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,-1.648175423,NA,NA,-0.850258229,-0.801451504,FALSE,0,0,1,0,1,21,1,1,10,0,1,0
"53","30421","Georgia",444,"Georgia",30421,1,NA,"2",NA,"4",NA,5,3,10,1,3,10,7,7,7,7,1,1,1,NA,3,21,2,1,NA,NA,NA,NA,3,4,4,4,4,4,4,4,4,2,4,4,1,4,1,125,873,10,8,0,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.470028933,0.143476295,0.312987751,1.405811368,50,80,1.094464798,0.932466176,FALSE,0,0,1,0,0,29.5,0,1,62.5,1,0,0
"54","94547","California",889,"California",94547,1,NA,"1 4 5",NA,"1 2 3",NA,5,5,9,1,3,10,7,7,7,7,1,1,6,1,NA,21,2,1,NA,NA,NA,NA,2,4,4,4,4,4,4,4,4,1,4,4,3,6,1,245,873,9,10,0,3,3,1,0,0,1,1,0,0,3,1,1,1,0,0,0,0,0,3,10,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.069129049,0.143476295,0.982996172,1.066479503,45,90,1.580645554,0.932466176,FALSE,1,0,0,0,1,29.5,0,1,62.5,1,0,0
"55","10033","New York",456,"New York",10033,2,5,NA,NA,NA,NA,NA,NA,NA,3,1,6,4,4,4,4,7,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,2,3,2,3,2,2,2,3,3,4,1,265,873,5,NA,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,-0.29084796,NA,NA,-0.850258229,-0.801451504,FALSE,1,0,0,0,1,39.5,0,1,62.5,0,0,1
"56","10471","New York",504,"New York",10471,2,10,NA,NA,NA,NA,NA,NA,NA,1,3,10,7,1,1,7,1,1,1,1,NA,24,NA,1,NA,2,NA,NA,2,2,4,3,4,1,2,4,3,1,3,4,3,7,1,225,873,10,NA,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,NA,NA,NA,1.405811368,NA,NA,-0.850258229,-0.801451504,FALSE,1,0,0,0,1,21,0,0,17.5,1,0,0
"57","71104","Louisiana",807,"Louisiana",71104,1,NA,"3 6",NA,"4 7",NA,8,2,10,1,3,9,5,1,3,7,5,1,2,1,NA,21,2,1,NA,NA,NA,NA,3,3,4,4,4,3,2,4,3,2,4,4,1,4,1,105,873,10,10,0,2,2,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,1,10,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.329521125,1.387799647,0.982996172,1.405811368,80,100,1.580645554,1.972816784,FALSE,0,0,1,0,1,29.5,0,1,62.5,1,0,0
"58","11235","New York",491,"New York",11235,1,NA,"3 4",NA,"7",NA,8,2,7,1,1,6,4,4,5,4,1,1,2,2,NA,23,NA,1,2,NA,NA,NA,4,3,3,3,3,3,4,3,3,3,2,3,1,4,1,45,873,7,10,0,2,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,1,10,1,8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,-0.329521125,1.387799647,0.982996172,0.387815771,56,70,1.580645554,1.972816784,FALSE,0,0,1,0,1,29.5,1,1,62.5,1,0,0
"59","94536","California",1152,"California",94536,2,4,NA,NA,NA,NA,NA,NA,NA,1,1,4,5,4,6,2,2,1,3,3,NA,24,NA,1,NA,2,NA,NA,2,3,1,2,3,1,3,2,1,3,2,2,3,2,1,85,873,4,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,-0.630179826,NA,NA,-0.850258229,-0.801451504,FALSE,1,0,0,0,1,21,1,1,125,1,0,0
"60","30011","Georgia",982,"Georgia",30011,2,5,NA,NA,NA,NA,NA,NA,NA,2,1,5,2,5,4,3,6,2,3,NA,1,21,2,1,NA,NA,NA,NA,4,3,4,4,3,3,4,2,4,4,2,3,2,4,1,165,873,5,NA,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,-0.29084796,NA,NA,-0.850258229,-0.801451504,FALSE,0,1,0,0,0,59.5,1,1,37.5,0,1,0
"61","10102","New York",541,"New York",10102,1,NA,"4",NA,NA,NA,4,2,5,3,1,5,1,NA,1,7,NA,1,3,2,NA,4,NA,NA,NA,1,NA,NA,2,2,3,3,3,3,3,3,2,2,3,3,4,4,1,45,873,5,6,1,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.329521125,-0.271298156,-0.357020669,-0.29084796,20,30,0.608284041,0.58568264,FALSE,0,0,0,1,1,29.5,1,0,37.5,0,0,1
"62","11355","New York",733,"New York",11355,2,10,NA,NA,NA,NA,NA,NA,NA,1,3,10,2,2,5,3,1,1,2,1,NA,54,NA,NA,NA,2,1,NA,1,1,1,3,4,3,2,4,2,1,3,4,3,7,1,185,873,10,NA,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,NA,NA,NA,1.405811368,NA,NA,-0.850258229,-0.801451504,FALSE,1,0,0,0,1,29.5,0,1,37.5,1,0,0
"63","11212","New York",397,"New York",11212,1,NA,"2 3",NA,"3 5 6",NA,7,3,8,1,2,8,6,2,3,5,4,1,2,2,NA,12,1,2,NA,NA,NA,NA,3,1,4,2,2,2,4,3,1,4,3,3,3,2,1,185,873,8,10,0,1,1,0,1,1,0,0,0,0,2,0,0,1,0,1,1,0,0,3,10,1,7,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.470028933,0.973025196,0.982996172,0.727147637,56,80,1.580645554,1.626033248,FALSE,1,0,0,0,1,29.5,0,1,62.5,1,0,0
"64","70118","Louisiana",1308,"Louisiana",70118,1,NA,"2",NA,"2 7",NA,2,3,3,1,3,9,7,1,1,5,2,1,1,NA,1,21,2,1,NA,NA,NA,NA,3,3,3,3,4,3,3,4,3,3,3,4,1,4,1,45,873,3,5,0,2,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,5,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0.470028933,-1.100847057,-0.692024879,-0.969511691,6,15,0.365193663,-0.107884432,FALSE,0,0,1,0,1,49.5,0,1,17.5,1,0,0
"65","71469","Louisiana",818,"Louisiana",71469,1,NA,"2",NA,"2 3",NA,2,3,5,3,1,5,4,4,4,4,2,1,3,2,NA,21,2,1,NA,NA,NA,NA,4,4,3,4,4,3,3,4,3,4,3,4,3,4,1,105,873,5,5,1,2,2,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,5,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0.470028933,-1.100847057,-0.692024879,-0.29084796,10,25,0.365193663,-0.107884432,FALSE,1,0,0,0,1,29.5,0,1,37.5,0,0,1
"66","92405","California",2019,"California",92405,1,NA,"4",NA,"1",NA,7,1,3,3,2,7,6,2,6,6,7,1,2,NA,1,53,NA,NA,2,NA,1,NA,3,2,4,1,3,4,4,3,3,3,2,3,3,4,1,245,873,3,8,1,2,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,8,1,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.129071183,0.973025196,0.312987751,-0.969511691,21,24,1.094464798,1.626033248,FALSE,1,0,0,0,1,29.5,0,1,87.5,0,0,1
"67","14222","New York",805,"New York",14222,1,NA,"3 6",NA,"2 3 5",NA,8,1,10,1,3,9,7,7,NA,6,2,1,1,NA,1,24,NA,1,NA,2,NA,NA,3,4,4,3,4,1,4,3,4,2,3,3,4,6,1,245,873,10,9,0,3,3,0,0,1,0,0,1,0,2,0,1,1,0,1,0,0,0,3,9,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.129071183,1.387799647,0.647991961,1.405811368,80,90,1.337555176,1.972816784,FALSE,0,0,0,1,0,29.5,1,1,87.5,1,0,0
"68","33068","Florida",1317,"Florida",33068,1,NA,"2 3",NA,"5",NA,6,2,5,3,1,5,3,3,3,4,3,1,2,1,NA,45,NA,NA,NA,1,2,NA,3,4,4,4,4,2,4,3,4,3,4,1,3,6,1,125,873,5,8,1,3,3,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,8,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.329521125,0.558250746,0.312987751,-0.29084796,30,40,1.094464798,1.279249712,FALSE,1,0,0,0,1,29.5,0,1,87.5,0,0,1
"69","93620","California",930,"California",93620,2,10,NA,NA,NA,NA,NA,NA,NA,2,1,4,2,7,2,4,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,2,3,3,3,2,4,2,1,1,3,1,1,245,873,10,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,1.405811368,NA,NA,-0.850258229,-0.801451504,FALSE,1,0,0,0,1,21,0,0,10,0,1,0
"70","32771","Florida",1693,"Florida",32771,1,NA,"2",NA,"2 4",NA,3,5,6,2,1,6,3,5,4,3,1,1,2,NA,1,21,2,1,NA,NA,NA,NA,4,4,4,4,4,3,4,4,4,3,4,4,2,2,1,5,873,6,8,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,8,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2.069129049,-0.686072606,0.312987751,0.048483906,18,48,1.094464798,0.238899104,FALSE,0,1,0,0,1,49.5,0,1,37.5,0,1,0
"71","70812","Louisiana",703,"Louisiana",70812,1,NA,"2 3",NA,"4",NA,7,3,7,1,1,6,6,5,6,6,1,1,2,1,NA,45,NA,NA,NA,1,2,NA,3,4,4,4,4,2,3,4,3,4,4,4,3,4,1,165,873,7,10,0,2,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,1,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.470028933,0.973025196,0.982996172,0.387815771,49,70,1.580645554,1.626033248,FALSE,1,0,0,0,1,49.5,0,1,62.5,1,0,0
"72","32811","Florida",969,"Florida",32811,1,NA,"2",NA,"2 6",NA,9,3,9,2,3,10,7,7,7,7,2,1,1,NA,1,12,1,2,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,205,873,9,12,1,2,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,12,1,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0.470028933,1.802574098,1.653004592,1.066479503,81,108,2.066826311,2.31960032,FALSE,1,0,0,0,1,39.5,0,1,37.5,0,1,0
"73","10009","New York",1042,"New York",10009,2,10,NA,NA,NA,NA,NA,NA,NA,1,3,10,7,1,5,6,1,2,4,2,NA,12,1,2,NA,NA,NA,NA,3,4,3,3,4,4,2,4,4,1,4,4,3,6,1,45,873,10,NA,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,NA,NA,NA,1.405811368,NA,NA,-0.850258229,-0.801451504,FALSE,1,0,0,0,1,39.5,0,1,17.5,1,0,0
"74","30294","Georgia",459,"Georgia",30294,1,NA,"2 4",NA,"2",NA,5,5,9,1,2,7,2,1,4,5,NA,1,1,NA,3,56,NA,NA,NA,NA,1,2,1,4,4,4,4,2,2,1,4,3,4,4,3,3,1,225,873,9,10,0,1,2,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,10,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.069129049,0.143476295,0.982996172,1.066479503,45,90,1.580645554,0.932466176,FALSE,1,0,0,0,1,21,0,0,10,1,0,0
"75","10459","New York",562,"New York",10459,2,7,NA,NA,NA,NA,NA,NA,NA,1,2,8,5,7,2,6,4,1,2,1,NA,24,NA,1,NA,2,NA,NA,1,4,4,3,3,3,3,4,3,2,3,4,1,6,1,85,873,7,NA,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,NA,NA,NA,0.387815771,NA,NA,-0.850258229,-0.801451504,FALSE,0,0,1,0,1,29.5,1,1,87.5,1,0,0
"76","70373","Louisiana",846,"Louisiana",70373,1,NA,"2 3",NA,"2 7",NA,7,2,5,1,3,10,6,4,4,4,1,1,2,3,NA,56,NA,NA,NA,NA,1,2,3,3,1,4,4,2,2,3,3,2,3,4,1,4,1,45,873,5,9,0,2,2,0,1,1,0,0,0,0,2,0,1,0,0,0,0,1,0,2,9,1,7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,-0.329521125,0.973025196,0.647991961,-0.29084796,35,45,1.337555176,1.626033248,FALSE,0,0,1,0,1,39.5,0,0,10,1,0,0
"77","35640","Alabama",1069,"Alabama",35640,1,NA,"2 3 6",NA,"2 3 4",NA,3,5,10,1,2,8,6,5,6,6,2,2,3,NA,1,62,NA,2,NA,NA,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,3,5,1,125,873,10,8,0,3,2,0,1,1,0,0,1,0,3,0,1,1,0,0,0,0,0,2,8,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.069129049,-0.686072606,0.312987751,1.405811368,30,80,1.094464798,0.238899104,FALSE,1,0,0,0,1,39.5,0,0,62.5,1,0,0
"78","34953","Florida",1140,"Florida",34953,1,NA,"2",NA,"2 3",NA,1,0,5,2,1,6,5,6,3,3,3,2,4,2,NA,42,NA,2,NA,1,NA,NA,3,4,4,4,3,4,4,3,4,3,4,3,1,2,1,125,873,5,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,-1.928621241,-1.515621508,-2.03204172,-0.29084796,5,5,-0.60716785,-0.454667968,FALSE,0,0,1,0,1,49.5,0,1,37.5,0,1,0
"79","10451","New York",817,"New York",10451,2,4,NA,NA,NA,NA,NA,NA,NA,2,3,9,6,6,6,6,3,2,2,3,NA,13,1,NA,2,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,85,873,4,NA,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,-0.630179826,NA,NA,-0.850258229,-0.801451504,FALSE,0,0,0,1,1,29.5,0,1,10,0,1,0
"80","92057","California",1155,"California",92057,1,NA,"7","Taal Volcano eruption on the Philippines-I was there 2 years",NA,NA,2,1,6,1,1,6,5,5,5,4,2,1,2,NA,1,25,NA,1,NA,NA,2,NA,4,4,3,3,4,4,3,4,4,3,3,3,3,4,1,45,873,6,3,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,-1.129071183,-1.100847057,-1.3620333,0.048483906,12,18,-0.120987094,-0.107884432,FALSE,1,0,0,0,1,70,0,1,17.5,1,0,0
"81","30165","Georgia",948,"Georgia",30165,1,NA,"4 5",NA,"3 4",NA,4,4,8,1,3,9,4,4,3,3,4,2,4,NA,3,NA,NA,NA,NA,NA,NA,NA,3,4,2,3,3,2,3,4,3,3,3,2,3,2,1,245,873,8,8,0,1,1,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,1,8,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.269578991,-0.271298156,0.312987751,0.727147637,32,64,1.094464798,0.58568264,FALSE,1,0,0,0,1,21,1,0,17.5,1,0,0
"82","04294","Maine",2748,"Maine",4294,1,NA,"6",NA,"3",NA,6,1,7,1,2,7,4,1,5,NA,1,1,2,1,NA,42,NA,2,NA,1,NA,NA,4,4,3,4,4,3,4,3,3,4,2,3,3,4,1,45,873,7,7,0,2,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,7,1,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-1.129071183,0.558250746,-0.022016459,0.387815771,42,49,0.851374419,1.279249712,FALSE,1,0,0,0,1,39.5,0,0,17.5,1,0,0
"83","13066","New York",1255,"New York",13066,2,8,NA,NA,NA,NA,NA,NA,NA,1,3,10,7,1,5,5,1,1,1,2,NA,12,1,2,NA,NA,NA,NA,2,3,4,4,4,3,3,4,3,1,4,4,3,4,1,125,873,8,NA,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,NA,NA,NA,0.727147637,NA,NA,-0.850258229,-0.801451504,FALSE,1,0,0,0,1,21,0,1,125,1,0,0
"84","93550","California",672,"California",93550,2,9,NA,NA,NA,NA,NA,NA,NA,2,1,6,4,4,4,4,3,2,3,1,NA,61,2,NA,NA,NA,NA,1,2,3,3,2,3,3,3,2,2,2,2,3,1,6,1,65,873,9,NA,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,1.066479503,NA,NA,-0.850258229,-0.801451504,FALSE,0,0,1,0,1,21,0,0,10,0,1,0
"85","39170","Mississippi",598,"Mississippi",39170,2,5,NA,NA,NA,NA,NA,NA,NA,1,1,5,4,4,4,4,3,1,2,NA,3,54,NA,NA,NA,2,1,NA,3,3,4,4,3,3,3,4,3,2,4,4,3,4,1,165,873,5,NA,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,NA,NA,NA,-0.29084796,NA,NA,-0.850258229,-0.801451504,FALSE,1,0,0,0,1,21,0,0,10,1,0,0
"86","91766","California",908,"California",91766,1,NA,"1 4",NA,"1 2 7",NA,3,1,10,1,3,10,7,4,7,7,1,1,6,1,NA,12,1,2,NA,NA,NA,NA,3,2,4,3,4,4,3,4,3,2,3,4,3,4,1,145,873,10,4,0,2,2,1,0,0,1,0,0,0,2,1,1,0,0,0,0,1,0,3,4,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.129071183,-0.686072606,-1.02702909,1.405811368,30,40,0.122103284,0.238899104,FALSE,1,0,0,0,1,21,0,1,17.5,1,0,0
"87","35801","Alabama",1529,"Alabama",35801,2,10,NA,NA,NA,NA,NA,NA,NA,2,3,10,3,2,2,7,1,2,3,NA,1,42,NA,2,NA,1,NA,NA,4,2,4,3,4,3,2,4,NA,3,4,4,3,4,1,105,873,10,NA,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,NA,NA,NA,1.405811368,NA,NA,-0.850258229,-0.801451504,FALSE,1,0,0,0,1,49.5,0,0,10,0,1,0
"88","92129","California",1595,"California",92129,1,NA,"1 3 5 6",NA,"1 3",NA,3,3,8,1,2,8,5,5,6,6,6,1,2,NA,2,51,2,NA,NA,NA,1,NA,3,3,4,3,3,1,3,3,3,3,3,3,2,2,1,65,873,8,6,0,1,1,1,0,1,0,1,1,0,4,1,0,1,0,0,0,0,0,2,6,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.470028933,-0.686072606,-0.357020669,0.727147637,24,48,0.608284041,0.238899104,FALSE,0,1,0,0,0,29.5,1,1,37.5,1,0,0
"89","30458","Georgia",380,"Georgia",30458,1,NA,"2",NA,"2",NA,4,2,4,2,1,4,5,5,3,4,3,1,3,2,NA,64,NA,NA,NA,2,NA,1,3,3,3,3,1,2,4,2,3,1,4,1,3,4,1,65,873,4,6,1,2,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,6,1,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.329521125,-0.271298156,-0.357020669,-0.630179826,16,24,0.608284041,0.58568264,FALSE,1,0,0,0,1,21,0,1,17.5,0,1,0
